Rowid_,GAGE_ID,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
,06914990,1,2045,20450000.000000000000000,0,900,900,81.119315403422988,250.606035990430510,165889.000000000000000,10,0,17,0
,03255500,2,20211,202110000.000000000000000,0,900,900,306.261342833110690,317.962238382508470,6189848.000000000000000,11,187,7,187
,03271000,3,18038,180380000.000000000000000,0,900,900,112.095243375097010,174.865172963611680,2021974.000000000000000,11,80,6,17
,03271300,4,5182,51820000.000000000000000,0,900,900,252.703203396372060,230.800852438758680,1309508.000000000000000,11,187,7,187
,03337000,5,1104,11040000.000000000000000,0,900,900,502.048007246376810,266.778935474102980,554261.000000000000000,5,463,80,463
,03337100,6,119,1190000.000000000000000,0,900,900,656.621848739495820,331.601056034157860,78138.000000000000000,4,900,187,900
,03351072,7,4218,42180000.000000000000000,0,900,900,97.084637268847800,146.837698876692880,409503.000000000000000,11,80,7,80
,03351310,8,4622,46220000.000000000000000,0,900,900,287.458675897879690,240.258961511456420,1328634.000000000000000,11,463,3,187
,03353120,9,2129,21290000.000000000000000,0,900,900,453.106622827618590,303.365534671303580,964664.000000000000000,11,463,7,463
,03353160,10,773,7730000.000000000000000,0,900,900,433.410090556274270,172.337183417333020,335026.000000000000000,5,463,80,463
,03353180,11,877,8770000.000000000000000,0,900,900,331.884834663626010,265.939069693410830,291063.000000000000000,10,463,7,187
,03353600,12,6370,63700000.000000000000000,0,900,900,369.800941915227610,297.140046899841930,2355632.000000000000000,11,463,11,463
,03353620,13,3885,38850000.000000000000000,0,900,900,282.686229086229100,300.366413949520560,1098236.000000000000000,11,80,7,187
,03353637,14,4446,44460000.000000000000000,0,900,900,236.773954116059370,208.595700823707660,1052697.000000000000000,11,187,6,187
,04087030,15,8788,87880000.000000000000000,0,900,900,118.199021392808380,198.829682661520220,1038733.000000000000000,11,80,0,17
,04087070,16,5179,51790000.000000000000000,0,900,900,188.296389264336740,266.515888955865760,975187.000000000000000,11,80,7,80
,04087088,17,4689,46890000.000000000000000,0,900,900,289.465344423117930,271.874760496961470,1357303.000000000000000,11,187,9,187
,04087119,18,2769,27690000.000000000000000,0,900,900,439.509931383170790,182.357090166559740,1217003.000000000000000,6,463,17,463
,04087120,19,11154,111540000.000000000000000,0,900,900,290.615653577192060,302.211503186030260,3241527.000000000000000,11,463,7,187
,04087142,20,3907,39070000.000000000000000,0,900,900,509.382390581008450,236.996467262433730,1990157.000000000000000,10,463,7,463
,04087159,21,4809,48090000.000000000000000,0,900,900,461.508213765855710,280.146357615974070,2219393.000000000000000,11,463,3,463
,04087170,22,185317,1853170000.000000000000000,0,900,900,68.937641986434059,169.411193112693210,12775317.000000000000000,11,3,900,9
,04087204,23,6621,66210000.000000000000000,0,900,900,263.352816795046070,295.842818469008760,1743659.000000000000000,11,80,3,80
