Rowid_,GAGE_ID,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
,06914990,1,2045,20450000.000000000000000,0,900,900,78.861613691931538,250.614513047355730,161272.000000000000000,10,0,11,0
,03255500,2,20211,202110000.000000000000000,0,900,900,252.719558656177330,327.010843633456430,5107715.000000000000000,11,80,7,80
,03271000,3,18038,180380000.000000000000000,0,900,900,100.285397494178950,169.469628626534760,1808948.000000000000000,11,80,900,17
,03271300,4,5182,51820000.000000000000000,0,900,900,192.427634118101110,226.935418923070980,997160.000000000000000,11,80,6,80
,03337000,5,1104,11040000.000000000000000,0,900,900,490.813405797101440,274.241707432780800,541858.000000000000000,5,463,80,463
,03337100,6,119,1190000.000000000000000,0,900,900,656.621848739495820,331.601056034157860,78138.000000000000000,4,900,187,900
,03351072,7,4218,42180000.000000000000000,0,900,900,40.756045519203411,122.326053400919790,171909.000000000000000,11,3,463,7
,03351310,8,4622,46220000.000000000000000,0,900,900,223.826482042405870,244.144990668982790,1034526.000000000000000,11,80,9,187
,03353120,9,2129,21290000.000000000000000,0,900,900,441.635509628933790,309.596054305383120,940242.000000000000000,11,463,6,463
,03353160,10,773,7730000.000000000000000,0,900,900,430.058214747736090,174.552684197609380,332435.000000000000000,5,463,80,463
,03353180,11,877,8770000.000000000000000,0,900,900,327.480045610034210,267.268293708570520,287200.000000000000000,11,463,6,187
,03353600,12,6370,63700000.000000000000000,0,900,900,280.964521193092590,320.544104725175540,1789744.000000000000000,11,80,6,80
,03353620,13,3885,38850000.000000000000000,0,900,900,257.634234234234210,304.018887531716300,1000909.000000000000000,11,80,3,80
,03353637,14,4446,44460000.000000000000000,0,900,900,167.187134502923980,199.163498246438820,743314.000000000000000,11,80,6,80
,04087030,15,8788,87880000.000000000000000,0,900,900,90.708693673190709,185.479132727282380,797148.000000000000000,11,80,0,11
,04087070,16,5179,51790000.000000000000000,0,900,900,163.760764626375760,263.997237733041800,848117.000000000000000,11,3,9,17
,04087088,17,4689,46890000.000000000000000,0,900,900,271.736830880784790,274.412574972252120,1274174.000000000000000,11,187,9,187
