Rowid_,GAGE_ID,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
,06914990,1,2045,20450000.000000000000000,0,900,900,77.076283618581911,250.972658579383250,157621.000000000000000,8,0,9,0
,03255500,2,20211,202110000.000000000000000,0,900,900,174.824946811142440,339.881509697715100,3533387.000000000000000,11,0,463,6
,03271000,3,18038,180380000.000000000000000,0,900,900,29.876316664818717,109.064387079472060,538909.000000000000000,11,3,463,3
,03271300,4,5182,51820000.000000000000000,0,900,900,63.602084137398691,218.723021712912500,329586.000000000000000,9,3,80,3
,03337000,5,1104,11040000.000000000000000,0,900,900,362.085144927536250,337.143483190151070,399742.000000000000000,10,80,6,187
,03337100,6,119,1190000.000000000000000,0,900,900,582.882352941176460,405.131043774428410,69363.000000000000000,6,900,187,900
,03351072,7,4218,42180000.000000000000000,0,900,900,19.318871503082029,116.333059691150880,81487.000000000000000,9,3,80,3
,03351310,8,4622,46220000.000000000000000,0,900,900,81.995023799221116,233.321915298815810,378981.000000000000000,11,0,463,3
,03353120,9,2129,21290000.000000000000000,0,900,900,258.827618600281820,379.047468579289500,551044.000000000000000,11,900,463,17
,03353160,10,773,7730000.000000000000000,0,900,900,305.905562742561470,225.186718862324480,236465.000000000000000,10,463,3,187
,03353180,11,877,8770000.000000000000000,0,900,900,160.857468643101470,269.570703062017690,141072.000000000000000,11,80,463,80
,03353600,12,6370,63700000.000000000000000,0,900,900,162.278806907378340,333.186635682817610,1033716.000000000000000,10,0,187,3
,03353620,13,3885,38850000.000000000000000,0,900,900,160.603861003861000,313.430892562263350,623946.000000000000000,11,3,463,11
,03353637,14,4446,44460000.000000000000000,0,900,900,55.261358524516417,177.784939036527760,245692.000000000000000,11,3,463,6
,04087030,15,8788,87880000.000000000000000,0,900,900,41.598429676832041,163.777034153324880,365567.000000000000000,11,3,463,3
,04087070,16,5179,51790000.000000000000000,0,900,900,87.522494690094618,245.430969342442270,453279.000000000000000,10,3,187,3
,04087088,17,4689,46890000.000000000000000,0,900,900,132.631264661974830,285.826779817244130,621908.000000000000000,11,0,463,9
,04087119,18,2769,27690000.000000000000000,0,900,900,188.901769591910440,252.902935944817560,523069.000000000000000,11,80,3,80
,04087120,19,11154,111540000.000000000000000,0,900,900,158.396449704142010,316.587180963453190,1766754.000000000000000,11,0,187,6
,04087142,20,3907,39070000.000000000000000,0,900,900,465.584591758382370,271.863646957612500,1819039.000000000000000,10,463,3,463
,04087159,21,4809,48090000.000000000000000,0,900,900,296.444791016843400,345.048014895139660,1425603.000000000000000,11,80,7,80
,04087170,22,185317,1853170000.000000000000000,0,900,900,38.502576665929190,147.098293212691570,7135182.000000000000000,11,3,187,3
,04087204,23,6621,66210000.000000000000000,0,900,900,138.978704123244230,302.205079846525340,920178.000000000000000,11,3,463,6
,04087214,24,3842,38420000.000000000000000,0,900,900,80.285268089536700,223.181853789807800,308456.000000000000000,11,0,463,9
,04087220,25,8852,88520000.000000000000000,0,900,900,58.825124265702669,192.685743303523760,520720.000000000000000,11,3,463,6
,04087240,26,36282,362820000.000000000000000,0,900,900,25.864505815555923,132.035227093836990,938416.000000000000000,11,3,463,3
,04087257,27,9825,98250000.000000000000000,0,900,900,72.679491094147579,230.252506975923640,714076.000000000000000,11,3,463,3
,04093000,28,32120,321200000.000000000000000,0,900,900,53.360273972602741,190.602763236395930,1713932.000000000000000,11,3,463,3
,04094500,29,19214,192140000.000000000000000,0,900,900,39.586759654418650,159.834559594295540,760620.000000000000000,11,3,463,3
,04101370,30,9191,91910000.000000000000000,0,900,900,56.896638015449895,202.191210990964380,522937.000000000000000,10,3,187,3
,04106180,31,3644,36440000.000000000000000,0,900,900,32.850713501646545,153.162586596989740,119708.000000000000000,11,3,463,3
,04106300,32,1416,14160000.000000000000000,0,900,900,108.993644067796610,278.127773829621960,154335.000000000000000,10,0,187,6
,04106500,33,8070,80700000.000000000000000,0,900,900,46.190706319702599,162.788692183219300,372759.000000000000000,11,3,463,3
,04160800,34,5474,54740000.000000000000000,0,900,900,46.255023748629888,186.721669148013830,253200.000000000000000,10,3,187,3
,04161100,35,4558,45580000.000000000000000,0,900,900,210.740675734971490,370.727579249767810,960556.000000000000000,11,0,463,3
,04162900,36,6446,64460000.000000000000000,0,900,900,190.554762643499860,351.171894782153400,1228316.000000000000000,11,0,463,9
,04163400,37,4257,42570000.000000000000000,0,900,900,65.971341320178524,199.812945474385860,280840.000000000000000,10,3,187,7
,04165500,38,168627,1686270000.000000000000000,0,900,900,65.685341018935290,207.436801298816420,11076322.000000000000000,11,3,463,3
,04166000,39,8419,84190000.000000000000000,0,900,900,68.968879914479160,205.075442286313600,580649.000000000000000,11,3,463,7
,04166100,40,14006,140060000.000000000000000,0,900,900,45.529415964586605,165.177482419113720,637685.000000000000000,11,0,463,6
,04166300,41,4573,45730000.000000000000000,0,900,900,96.172097091624750,273.103696480257500,439795.000000000000000,11,0,463,0
,04166500,42,20600,206000000.000000000000000,0,900,900,132.568252427184460,271.092169870151680,2730906.000000000000000,11,80,463,17
,04167000,43,22977,229770000.000000000000000,0,900,900,120.064455760107930,285.674714874128990,2758721.000000000000000,11,0,463,3
,04168000,44,21783,217830000.000000000000000,0,900,900,104.804388743515590,270.288145266879840,2282954.000000000000000,11,3,463,3
,04174518,45,2633,26330000.000000000000000,0,900,900,182.807064185339930,327.259371965936170,481331.000000000000000,11,0,6,11
,05288705,46,7284,72840000.000000000000000,0,900,900,257.785420098846770,405.156061011367460,1877709.000000000000000,10,0,187,0
,05289800,47,41389,413890000.000000000000000,0,900,900,76.134842591026597,228.022391516639630,3151145.000000000000000,11,0,7,0
,05345000,48,33430,334300000.000000000000000,0,900,900,78.634101106790311,251.559384579920790,2628738.000000000000000,11,0,463,0
,05422600,49,14838,148380000.000000000000000,0,900,900,87.616996899851728,255.798862889152820,1300061.000000000000000,11,0,9,0
,05427948,50,4708,47080000.000000000000000,0,900,900,65.532922684791842,223.722427802831560,308529.000000000000000,11,3,463,3
,054310157,51,1114,11140000.000000000000000,0,900,900,96.069120287253142,242.766638243991310,107021.000000000000000,11,3,7,3
,05435935,52,2770,27700000.000000000000000,0,900,900,21.684115523465703,122.133235823872940,60065.000000000000000,9,0,900,3
,05435943,53,2448,24480000.000000000000000,0,900,900,59.069852941176471,212.568167704433590,144603.000000000000000,10,0,187,0
,05454090,54,2257,22570000.000000000000000,0,900,900,51.206911829862648,195.360582935046210,115574.000000000000000,11,0,463,3
,05484800,55,20185,201850000.000000000000000,0,900,900,76.014614812979929,242.900347836055800,1534355.000000000000000,11,0,463,3
,05527905,56,1398,13980000.000000000000000,0,900,900,16.622317596566525,78.066516261149715,23238.000000000000000,10,0,187,3
,05527950,57,14216,142160000.000000000000000,0,900,900,28.487056837366350,139.285913912594420,404972.000000000000000,11,3,463,3
,05529000,58,78666,786660000.000000000000000,0,900,900,67.803523758675922,225.659065960300350,5333832.000000000000000,11,3,463,3
,05529500,59,2201,22010000.000000000000000,0,900,900,89.534756928668784,250.078983971129110,197066.000000000000000,9,0,7,6
,05530000,60,3305,33050000.000000000000000,0,900,900,93.042057488653555,204.734007097825720,307504.000000000000000,11,80,463,17
,05530990,61,7090,70900000.000000000000000,0,900,900,122.719746121297600,290.853747469171820,870083.000000000000000,11,0,463,6
,05531000,62,504,5040000.000000000000000,0,900,900,261.438492063492050,394.961370657956650,131765.000000000000000,10,0,187,11
,05532000,63,4708,47080000.000000000000000,0,900,900,336.965378079864080,387.670184449260090,1586433.000000000000000,11,900,7,80
,05532500,64,51900,519000000.000000000000000,0,900,900,269.625394990366090,373.453566921027860,13993558.000000000000000,11,0,7,80
,05533000,65,4259,42590000.000000000000000,0,900,900,128.116224465837060,246.450782379467910,545647.000000000000000,11,80,7,17
,05533400,66,3343,33430000.000000000000000,0,900,900,126.829793598564170,307.571200083358290,423992.000000000000000,10,0,187,0
,05534500,67,5164,51640000.000000000000000,0,900,900,110.126839659178930,281.850149824073530,568695.000000000000000,11,0,463,3
,05535000,68,3007,30070000.000000000000000,0,900,900,154.396740937811780,321.859066919747760,464271.000000000000000,10,0,187,6
,05535070,69,2158,21580000.000000000000000,0,900,900,108.517145505097320,242.981718082540230,234180.000000000000000,11,0,463,11
,05535500,70,2992,29920000.000000000000000,0,900,900,182.536764705882350,345.459394382426640,546150.000000000000000,11,3,463,7
,05536000,71,12154,121540000.000000000000000,0,900,900,141.024107289781140,280.828322371674010,1714007.000000000000000,11,0,7,17
,05536105,72,3511,35110000.000000000000000,0,900,900,326.609797778410720,297.878070276456070,1146727.000000000000000,11,463,7,187
,05536118,73,16774,167740000.000000000000000,0,900,900,411.439847382854400,266.423895011232670,6901492.000000000000000,11,463,7,463
,05536215,74,6517,65170000.000000000000000,0,900,900,151.373791621911920,297.270710493680100,986503.000000000000000,11,0,7,3
,05536235,75,5934,59340000.000000000000000,0,900,900,48.985170205594876,175.764255729111310,290678.000000000000000,11,3,463,3
,05536255,76,6032,60320000.000000000000000,0,900,900,89.579575596816980,254.070268286956550,540344.000000000000000,11,0,463,0
,05536270,77,4583,45830000.000000000000000,0,900,900,71.514728343879554,224.597543307857900,327752.000000000000000,11,0,463,0
,05536275,78,3778,37780000.000000000000000,0,900,900,90.379301217575431,248.536606030481290,341453.000000000000000,11,0,463,0
,05536290,79,29002,290020000.000000000000000,0,900,900,82.907040893731462,217.935073848677180,2404470.000000000000000,11,3,463,3
,05536340,80,3307,33070000.000000000000000,0,900,900,91.857272452373749,251.394860847747740,303772.000000000000000,11,0,463,3
,05536500,81,2908,29080000.000000000000000,0,900,900,49.902682255845946,197.863366445070030,145117.000000000000000,9,0,80,0
,05536995,82,85001,850010000.000000000000000,0,900,900,321.166845095940060,346.051458774400940,27299503.000000000000000,11,0,7,187
,05537500,83,5456,54560000.000000000000000,0,900,900,21.694464809384165,125.150787112251960,118365.000000000000000,9,3,80,3
,05537980,84,25380,253800000.000000000000000,0,900,900,150.612293144208020,313.969441637702570,3822540.000000000000000,11,0,463,3
,05539000,85,27804,278040000.000000000000000,0,900,900,80.999316645087035,240.280190813476480,2252105.000000000000000,11,0,463,3
,05539900,86,7177,71770000.000000000000000,0,900,900,91.239097115786535,257.604661423126060,654823.000000000000000,11,0,463,0
,05540060,87,4871,48710000.000000000000000,0,900,900,192.774994867583670,358.442840982157240,939007.000000000000000,11,0,7,0
