Rowid_,GAGE_ID,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
,06914990,1,2045,20450000.000000000000000,0,900,900,77.695354523227380,250.838965092621520,158887.000000000000000,9,0,6,0
,03255500,2,20211,202110000.000000000000000,0,900,900,185.297313344218510,338.081210035249280,3745044.000000000000000,11,0,463,9
,03271000,3,18038,180380000.000000000000000,0,900,900,41.054662379421224,119.695103220401450,740544.000000000000000,11,3,900,6
,03271300,4,5182,51820000.000000000000000,0,900,900,70.470281744500198,217.670133321178380,365177.000000000000000,10,3,187,9
,03337000,5,1104,11040000.000000000000000,0,900,900,404.642210144927560,320.231714783352290,446725.000000000000000,9,463,9,463
,03337100,6,119,1190000.000000000000000,0,900,900,609.302521008403350,381.270555133925770,72507.000000000000000,7,900,3,900
,03351072,7,4218,42180000.000000000000000,0,900,900,19.995258416311049,116.447388496337510,84340.000000000000000,9,3,900,3
,03351310,8,4622,46220000.000000000000000,0,900,900,90.391605365642576,232.685456523803990,417790.000000000000000,11,0,463,7
,03353120,9,2129,21290000.000000000000000,0,900,900,292.343353687177060,365.258148806229940,622399.000000000000000,11,80,7,80
,03353160,10,773,7730000.000000000000000,0,900,900,362.994825355756800,213.888831068892810,280595.000000000000000,8,463,9,463
,03353180,11,877,8770000.000000000000000,0,900,900,204.897377423033080,268.031535364390550,179695.000000000000000,11,80,7,80
,03353600,12,6370,63700000.000000000000000,0,900,900,175.322762951334370,330.992530613188420,1116806.000000000000000,11,0,463,11
,03353620,13,3885,38850000.000000000000000,0,900,900,172.103217503217510,311.320765777962320,668621.000000000000000,11,80,463,17
,03353637,14,4446,44460000.000000000000000,0,900,900,72.556230319388220,179.198842757726910,322585.000000000000000,11,80,463,11
,04087030,15,8788,87880000.000000000000000,0,900,900,46.244082840236686,164.816707424442800,406393.000000000000000,11,3,463,3
,04087070,16,5179,51790000.000000000000000,0,900,900,93.078200424792428,244.896365899267070,482052.000000000000000,11,3,463,6
,04087088,17,4689,46890000.000000000000000,0,900,900,157.539560673917690,284.949977804935540,738703.000000000000000,11,80,463,17
,04087119,18,2769,27690000.000000000000000,0,900,900,244.732755507403400,248.141109448422070,677665.000000000000000,11,80,3,187
,04087120,19,11154,111540000.000000000000000,0,900,900,175.987627756858530,314.880541555521630,1962966.000000000000000,11,3,7,11
,04087142,20,3907,39070000.000000000000000,0,900,900,490.361402610698750,252.869838623076450,1915842.000000000000000,9,463,7,463
