Rowid_,GAGE_ID,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
,06914990,1,2045,20450000.000000000000000,0,900,900,91.040586797066013,248.796284171907560,186178.000000000000000,11,3,463,3
,03255500,2,20211,202110000.000000000000000,0,900,900,315.918460244421340,314.080495569872030,6385028.000000000000000,11,187,7,187
,03271000,3,18038,180380000.000000000000000,0,900,900,112.095243375097010,174.865172963611680,2021974.000000000000000,11,80,6,17
,03271300,4,5182,51820000.000000000000000,0,900,900,253.069085295252790,230.472723833841680,1311404.000000000000000,11,187,7,187
,03337000,5,1104,11040000.000000000000000,0,900,900,507.236413043478250,262.431911970452060,559989.000000000000000,9,463,11,463
,03337100,6,119,1190000.000000000000000,0,900,900,656.621848739495820,331.601056034157860,78138.000000000000000,4,900,187,900
,03351072,7,4218,42180000.000000000000000,0,900,900,128.692271218587000,144.904774545620310,542824.000000000000000,11,80,6,80
,03351310,8,4622,46220000.000000000000000,0,900,900,304.105581999134590,234.006821824315270,1405576.000000000000000,10,463,6,187
,03353120,9,2129,21290000.000000000000000,0,900,900,461.509159229685280,296.444436500465370,982553.000000000000000,9,463,6,463
,03353160,10,773,7730000.000000000000000,0,900,900,438.795601552393290,161.782733680897710,339189.000000000000000,5,463,0,463
,03353180,11,877,8770000.000000000000000,0,900,900,346.039908779931580,259.941664368742810,303477.000000000000000,9,463,9,463
,03353600,12,6370,63700000.000000000000000,0,900,900,379.672056514913660,289.521988418895940,2418511.000000000000000,11,463,9,463
,03353620,13,3885,38850000.000000000000000,0,900,900,296.121750321750310,295.035221775394230,1150433.000000000000000,11,80,3,187
,03353637,14,4446,44460000.000000000000000,0,900,900,252.076923076923070,206.534496770744110,1120734.000000000000000,10,187,9,187
,04087030,15,8788,87880000.000000000000000,0,900,900,132.160787437414650,197.739758369379930,1161429.000000000000000,11,80,9,80
,04087070,16,5179,51790000.000000000000000,0,900,900,193.178412821007920,263.864407956370540,1000471.000000000000000,11,80,9,80
,04087088,17,4689,46890000.000000000000000,0,900,900,307.708253358925160,266.521105062066340,1442844.000000000000000,11,187,9,187
,04087119,18,2769,27690000.000000000000000,0,900,900,439.509931383170790,182.357090166559740,1217003.000000000000000,6,463,17,463
,04087120,19,11154,111540000.000000000000000,0,900,900,300.967903890980840,298.671748557162120,3356996.000000000000000,11,463,7,187
,04087142,20,3907,39070000.000000000000000,0,900,900,509.382390581008450,236.996467262433730,1990157.000000000000000,10,463,7,463
,04087159,21,4809,48090000.000000000000000,0,900,900,461.508213765855710,280.146357615974070,2219393.000000000000000,11,463,3,463
,04087170,22,185317,1853170000.000000000000000,0,900,900,73.602108818942682,169.118078469108300,13639722.000000000000000,11,17,900,11
,04087204,23,6621,66210000.000000000000000,0,900,900,263.352816795046070,295.842818469008760,1743659.000000000000000,11,80,3,80
,04087214,24,3842,38420000.000000000000000,0,900,900,317.685580426861010,229.523007742296240,1220548.000000000000000,7,463,11,187
,04087220,25,8852,88520000.000000000000000,0,900,900,207.644826028016270,221.221148583891790,1838072.000000000000000,11,80,7,187
,04087240,26,36282,362820000.000000000000000,0,900,900,53.690783308527642,139.465913095453940,1948009.000000000000000,11,17,463,11
,04087257,27,9825,98250000.000000000000000,0,900,900,129.612722646310430,238.508584278472110,1273445.000000000000000,11,80,0,17
,04093000,28,32120,321200000.000000000000000,0,900,900,127.096575342465750,217.300887691490060,4082342.000000000000000,11,80,9,17
,04094500,29,19214,192140000.000000000000000,0,900,900,125.124752784428030,185.977931723478430,2404147.000000000000000,11,80,7,80
,04101370,30,9191,91910000.000000000000000,0,900,900,164.964856925252970,225.794871693779640,1516192.000000000000000,11,80,7,80
,04106180,31,3644,36440000.000000000000000,0,900,900,166.510428100987920,195.177225751819660,606764.000000000000000,8,80,3,80
,04106300,32,1416,14160000.000000000000000,0,900,900,267.563559322033880,270.692275669449490,378870.000000000000000,8,80,3,187
,04106500,33,8070,80700000.000000000000000,0,900,900,151.971995043370500,193.500290792195390,1226414.000000000000000,11,80,7,80
,04160800,34,5474,54740000.000000000000000,0,900,900,151.975703324808190,197.962964620768360,831915.000000000000000,11,80,9,80
,04161100,35,4558,45580000.000000000000000,0,900,900,327.236507240017540,341.881136517044300,1491544.000000000000000,11,900,7,187
,04162900,36,6446,64460000.000000000000000,0,900,900,426.835401799565600,272.865501891407060,2751381.000000000000000,7,463,3,463
,04163400,37,4257,42570000.000000000000000,0,900,900,287.173126614987100,212.846926883368100,1222496.000000000000000,6,187,17,187
,04165500,38,168627,1686270000.000000000000000,0,900,900,181.108683662758640,237.923643716200840,30539814.000000000000000,11,80,7,80
,04166000,39,8419,84190000.000000000000000,0,900,900,247.241715168072200,215.151663170010380,2081528.000000000000000,9,187,9,187
,04166100,40,14006,140060000.000000000000000,0,900,900,266.425103527059830,194.967486485179620,3731550.000000000000000,9,187,6,187
,04166300,41,4573,45730000.000000000000000,0,900,900,315.384211677235950,251.920047756072900,1442252.000000000000000,8,187,11,187
,04166500,42,20600,206000000.000000000000000,0,900,900,384.520679611650510,237.858201740996240,7921126.000000000000000,11,463,6,463
